Date,Open,High,Low,Close,Adj Close,Volume
2019-12-12,5.640000,6.020000,5.610000,5.940000,5.940000,14273400
2019-12-13,5.990000,6.210000,5.920000,6.090000,6.090000,23280600
2019-12-16,6.110000,6.310000,6.020000,6.030000,6.030000,18583400
2019-12-17,6.080000,6.180000,6.000000,6.050000,6.050000,16733700
2019-12-18,6.020000,6.130000,5.940000,6.040000,6.040000,15152700
2019-12-19,6.050000,6.210000,6.040000,6.110000,6.110000,12522300
2019-12-20,6.100000,6.150000,5.840000,5.890000,5.890000,19266100
2019-12-23,5.910000,6.560000,5.910000,6.540000,6.540000,20572800
2019-12-24,6.510000,6.780000,6.510000,6.550000,6.550000,11729700
2019-12-26,6.610000,6.740000,6.530000,6.600000,6.600000,11756600
2019-12-27,6.580000,6.710000,6.530000,6.570000,6.570000,12130100
2019-12-30,6.640000,7.090000,6.630000,6.800000,6.800000,22465400
2019-12-31,6.750000,6.940000,6.670000,6.880000,6.880000,12914200
2020-01-02,6.980000,7.000000,6.760000,6.930000,6.930000,12965900
2020-01-03,7.100000,7.280000,6.960000,7.040000,7.040000,22448200
2020-01-06,7.150000,7.180000,7.000000,7.170000,7.170000,13913200
2020-01-07,7.150000,7.170000,6.720000,6.890000,6.890000,19777400
2020-01-08,6.870000,6.870000,6.350000,6.420000,6.420000,24622900
2020-01-09,6.410000,6.500000,6.180000,6.410000,6.410000,15300400
2020-01-10,6.410000,6.430000,6.190000,6.230000,6.230000,10008500
2020-01-13,6.230000,6.260000,6.020000,6.240000,6.240000,11222200
2020-01-14,6.170000,6.400000,6.140000,6.280000,6.280000,13075100
2020-01-15,6.190000,6.290000,6.120000,6.180000,6.180000,11255200
2020-01-16,6.260000,6.390000,6.130000,6.150000,6.150000,14469900
2020-01-17,6.220000,6.230000,5.930000,5.970000,5.970000,17614200
2020-01-21,5.900000,5.910000,5.730000,5.730000,5.730000,16909200
2020-01-22,5.720000,5.720000,5.540000,5.570000,5.570000,12936800
2020-01-23,5.400000,5.450000,5.180000,5.240000,5.240000,22488700
2020-01-24,5.210000,5.240000,4.970000,5.100000,5.100000,20599000
2020-01-27,4.840000,4.930000,4.600000,4.620000,4.620000,26125100
2020-01-28,4.700000,4.890000,4.630000,4.770000,4.770000,19677700
2020-01-29,4.850000,4.920000,4.730000,4.730000,4.730000,15579800
2020-01-30,4.610000,4.750000,4.530000,4.740000,4.740000,14903200
2020-01-31,4.630000,4.680000,4.470000,4.560000,4.560000,16582700
2020-02-03,4.540000,4.750000,4.490000,4.650000,4.650000,15781500
2020-02-04,4.880000,5.010000,4.770000,4.810000,4.810000,17514800
2020-02-05,5.020000,5.240000,5.000000,5.200000,5.200000,23107700
2020-02-06,5.200000,5.220000,4.800000,4.830000,4.830000,17118700
2020-02-07,4.710000,4.830000,4.650000,4.750000,4.750000,11993800
2020-02-10,4.680000,4.720000,4.460000,4.500000,4.500000,16809400
2020-02-11,4.660000,4.680000,4.460000,4.480000,4.480000,18231400
2020-02-12,4.600000,4.820000,4.580000,4.670000,4.670000,18917000
2020-02-13,4.640000,4.710000,4.550000,4.660000,4.660000,12768300
2020-02-14,4.700000,4.740000,4.400000,4.520000,4.520000,18089000
2020-02-18,4.410000,4.470000,4.210000,4.410000,4.410000,25104700
2020-02-19,4.430000,4.460000,4.230000,4.320000,4.320000,18777000
2020-02-20,4.350000,4.460000,4.250000,4.300000,4.300000,17896900
2020-02-21,4.230000,4.250000,4.090000,4.160000,4.160000,19740700
2020-02-24,3.960000,4.000000,3.740000,3.790000,3.790000,27367700
2020-02-25,3.900000,3.900000,3.500000,3.560000,3.560000,23227300
2020-02-26,3.590000,3.630000,3.410000,3.430000,3.430000,31040300
2020-02-27,3.220000,3.290000,3.000000,3.010000,3.010000,40428200
2020-02-28,2.910000,3.450000,2.860000,3.350000,3.350000,38867300
2020-03-02,3.410000,3.550000,3.150000,3.550000,3.550000,26755200
2020-03-03,3.540000,3.580000,3.110000,3.170000,3.170000,30332900
2020-03-04,3.300000,3.330000,3.080000,3.180000,3.180000,20059000
2020-03-05,3.100000,3.170000,2.910000,3.000000,3.000000,27593700
2020-03-06,2.850000,2.890000,2.410000,2.440000,2.440000,42125500
2020-03-09,1.750000,1.830000,1.500000,1.510000,1.510000,56398700
2020-03-10,1.890000,1.900000,1.550000,1.820000,1.820000,60391700
2020-03-11,1.710000,1.740000,1.360000,1.360000,1.360000,45826800
2020-03-12,1.130000,1.540000,1.130000,1.340000,1.340000,40949100
2020-03-13,1.630000,1.630000,1.340000,1.550000,1.550000,43047500
2020-03-16,1.310000,1.490000,1.250000,1.300000,1.300000,28769500
2020-03-17,1.320000,1.360000,1.250000,1.340000,1.340000,19269200
2020-03-18,1.200000,1.290000,1.010000,1.110000,1.110000,26483500
2020-03-19,1.160000,1.330000,1.060000,1.130000,1.130000,35667500
2020-03-20,1.230000,1.230000,1.040000,1.040000,1.040000,38013400
2020-03-23,1.100000,1.170000,1.020000,1.160000,1.160000,31295500
2020-03-24,1.290000,1.430000,1.170000,1.400000,1.400000,32027000
2020-03-25,1.520000,1.530000,1.270000,1.320000,1.320000,31051700
2020-03-26,1.340000,1.400000,1.210000,1.340000,1.340000,22905700
2020-03-27,1.240000,1.240000,1.160000,1.170000,1.170000,23180300
2020-03-30,1.200000,1.200000,1.130000,1.150000,1.150000,13959200
2020-03-31,1.210000,1.240000,1.150000,1.160000,1.160000,18057000
2020-04-01,1.140000,1.150000,1.060000,1.080000,1.080000,18601300
2020-04-02,1.130000,1.300000,1.070000,1.100000,1.100000,39642600
2020-04-03,1.180000,1.190000,1.050000,1.080000,1.080000,27183600
2020-04-06,1.130000,1.180000,1.100000,1.120000,1.120000,18707700
2020-04-07,1.190000,1.300000,1.150000,1.190000,1.190000,30172800
2020-04-08,1.190000,1.300000,1.190000,1.280000,1.280000,21713900
2020-04-09,1.430000,1.750000,1.310000,1.440000,1.440000,68612900
2020-04-13,1.590000,1.650000,1.450000,1.460000,1.460000,32922900
2020-04-14,1.470000,1.600000,1.420000,1.540000,1.540000,41331000
2020-04-15,1.400000,1.450000,1.310000,1.320000,1.320000,31365800
2020-04-16,1.310000,1.340000,1.100000,1.140000,1.140000,43549300
2020-04-17,1.170000,1.230000,1.160000,1.190000,1.190000,19089800
2020-04-20,1.110000,1.250000,1.060000,1.170000,1.170000,28151900
2020-04-21,1.140000,1.150000,1.080000,1.100000,1.100000,32041200
2020-04-22,1.140000,1.150000,0.930000,0.950000,0.950000,67750600
2020-04-23,1.020000,1.030000,0.950000,1.000000,1.000000,45619400
2020-04-24,1.030000,1.080000,0.950000,0.970000,0.970000,51323600
2020-04-27,0.930000,0.930000,0.760000,0.840000,0.840000,69000100
2020-04-28,0.860000,0.940000,0.850000,0.940000,0.940000,35222500
2020-04-29,1.030000,1.130000,1.010000,1.120000,1.120000,57805000
2020-04-30,1.160000,1.290000,1.050000,1.280000,1.280000,75477800
2020-05-01,1.220000,1.270000,1.110000,1.150000,1.150000,34951800
2020-05-04,1.080000,1.230000,1.080000,1.230000,1.230000,26790200
2020-05-05,1.300000,1.340000,1.160000,1.200000,1.200000,42257100
2020-05-06,1.240000,1.240000,1.130000,1.140000,1.140000,23478500
2020-05-07,1.220000,1.270000,1.190000,1.260000,1.260000,25553700
2020-05-08,1.280000,1.400000,1.270000,1.390000,1.390000,31570600
2020-05-11,1.420000,1.550000,1.380000,1.480000,1.480000,40607300
2020-05-12,1.550000,1.700000,1.540000,1.690000,1.690000,51164400
2020-05-13,1.680000,1.690000,1.260000,1.340000,1.340000,74586800
2020-05-14,1.290000,1.510000,1.180000,1.400000,1.400000,46215600
2020-05-15,1.420000,1.460000,1.370000,1.400000,1.400000,15214100
2020-05-18,1.510000,1.560000,1.420000,1.480000,1.480000,32822400
2020-05-19,1.490000,1.500000,1.410000,1.410000,1.410000,18711100
2020-05-20,1.480000,1.510000,1.430000,1.460000,1.460000,18047000
2020-05-21,1.480000,1.520000,1.400000,1.470000,1.470000,22586100
2020-05-22,1.450000,1.460000,1.370000,1.430000,1.430000,15184700
2020-05-26,1.500000,1.510000,1.410000,1.410000,1.410000,24582800
2020-05-27,1.450000,1.460000,1.300000,1.390000,1.390000,30628200
2020-05-28,1.380000,1.400000,1.270000,1.360000,1.360000,22167700
2020-05-29,1.340000,1.380000,1.270000,1.330000,1.330000,22803100
2020-06-01,1.330000,1.410000,1.290000,1.390000,1.390000,14191600
2020-06-02,1.390000,1.460000,1.360000,1.420000,1.420000,23441100
2020-06-03,1.460000,1.500000,1.440000,1.500000,1.500000,21951700
2020-06-04,1.480000,1.670000,1.470000,1.660000,1.660000,35988300
2020-06-05,2.150000,2.620000,2.030000,2.500000,2.500000,104761500
2020-06-08,3.030000,3.820000,2.710000,3.750000,3.750000,108320400
2020-06-09,3.260000,3.290000,2.710000,2.860000,2.860000,76300900
2020-06-10,2.680000,2.690000,2.010000,2.380000,2.380000,82785300
2020-06-11,1.940000,2.300000,1.850000,2.020000,2.020000,44855400
2020-06-12,2.440000,2.450000,2.140000,2.210000,2.210000,37845400
2020-06-15,2.100000,2.340000,1.980000,2.250000,2.250000,27273400
2020-06-16,2.520000,2.530000,2.240000,2.270000,2.270000,27234900
2020-06-17,2.260000,2.320000,2.180000,2.200000,2.200000,19194100
2020-06-18,2.130000,2.330000,2.120000,2.200000,2.200000,16799200
2020-06-19,2.340000,2.350000,2.060000,2.100000,2.100000,32478100
2020-06-22,2.120000,2.130000,2.000000,2.100000,2.100000,23110100
2020-06-23,2.170000,2.200000,2.050000,2.090000,2.090000,20434900
2020-06-24,2.010000,2.040000,1.860000,1.930000,1.930000,31014700
2020-06-25,1.860000,2.050000,1.840000,1.930000,1.930000,20018500
2020-06-26,1.900000,1.950000,1.760000,1.780000,1.780000,77877300
2020-06-29,1.800000,1.860000,1.720000,1.780000,1.780000,19716700
2020-06-30,1.790000,1.870000,1.760000,1.830000,1.830000,14846200
2020-07-01,1.860000,1.940000,1.820000,1.840000,1.840000,17589900
2020-07-02,1.910000,1.930000,1.830000,1.840000,1.840000,15653000
2020-07-06,1.900000,1.970000,1.860000,1.950000,1.950000,16188500
2020-07-07,1.910000,2.070000,1.900000,1.980000,1.980000,28133100
2020-07-08,1.990000,2.060000,1.970000,2.020000,2.020000,17866900
2020-07-09,2.030000,2.050000,1.840000,1.900000,1.900000,22833100
2020-07-10,1.880000,1.930000,1.840000,1.880000,1.880000,15368000
2020-07-13,1.890000,1.930000,1.770000,1.770000,1.770000,19285300
2020-07-14,1.750000,1.950000,1.730000,1.940000,1.940000,25973600
2020-07-15,1.970000,2.090000,1.910000,2.070000,2.070000,24123800
2020-07-16,2.020000,2.120000,1.950000,2.110000,2.110000,16215700
2020-07-17,2.100000,2.120000,1.960000,1.960000,1.960000,12832800
2020-07-20,1.980000,2.060000,1.930000,1.970000,1.970000,12219100
2020-07-21,2.030000,2.200000,2.030000,2.080000,2.080000,28266200
2020-07-22,2.050000,2.090000,1.980000,2.010000,2.010000,11265200
2020-07-23,2.010000,2.090000,1.990000,2.070000,2.070000,11948000
2020-07-24,2.050000,2.190000,2.020000,2.190000,2.190000,20270200
2020-07-27,2.200000,2.210000,2.110000,2.200000,2.200000,11627800
2020-07-28,2.140000,2.250000,2.040000,2.040000,2.040000,16410800
2020-07-29,2.040000,2.110000,2.020000,2.070000,2.070000,15562800
2020-07-30,2.140000,2.190000,2.000000,2.080000,2.080000,23666900
2020-07-31,2.080000,2.110000,2.000000,2.040000,2.040000,15979900
2020-08-03,2.030000,2.190000,2.010000,2.130000,2.130000,14876700
2020-08-04,2.170000,2.280000,2.150000,2.230000,2.230000,16858900
2020-08-05,2.320000,2.500000,2.310000,2.480000,2.480000,27078300
2020-08-06,2.390000,2.430000,2.260000,2.310000,2.310000,20900000
2020-08-07,2.260000,2.310000,2.170000,2.240000,2.240000,14367200
2020-08-10,2.280000,2.430000,2.270000,2.380000,2.380000,17441200
2020-08-11,2.530000,2.620000,2.270000,2.330000,2.330000,29764200
2020-08-12,2.430000,2.470000,2.270000,2.360000,2.360000,15310000
2020-08-13,2.300000,2.350000,2.150000,2.180000,2.180000,20032000
2020-08-14,2.160000,2.230000,2.140000,2.180000,2.180000,12688600
2020-08-17,2.180000,2.200000,2.060000,2.070000,2.070000,14191500
2020-08-18,2.080000,2.100000,1.860000,1.910000,1.910000,27486800
2020-08-19,1.940000,1.970000,1.900000,1.920000,1.920000,12275000
2020-08-20,1.890000,1.910000,1.460000,1.590000,1.590000,66503900
2020-08-21,1.530000,1.570000,1.080000,1.140000,1.140000,103683500
2020-08-24,1.280000,1.370000,1.150000,1.340000,1.340000,53294000
2020-08-25,1.390000,1.400000,1.240000,1.290000,1.290000,33219100
2020-08-26,1.290000,1.290000,1.170000,1.220000,1.220000,28780700
2020-08-27,1.210000,1.250000,1.180000,1.250000,1.250000,12853100
2020-08-28,1.250000,1.350000,1.230000,1.350000,1.350000,32078600
2020-08-31,1.330000,1.330000,1.220000,1.220000,1.220000,15406500
2020-09-01,1.230000,1.260000,1.200000,1.250000,1.250000,13318400
2020-09-02,1.250000,1.260000,1.200000,1.200000,1.200000,12643300
2020-09-03,1.200000,1.290000,1.180000,1.210000,1.210000,19293800
2020-09-04,1.240000,1.370000,1.210000,1.340000,1.340000,30865600
2020-09-08,1.230000,1.240000,1.010000,1.020000,1.020000,69367100
2020-09-09,1.100000,1.100000,1.020000,1.050000,1.050000,26348200
2020-09-10,1.070000,1.080000,0.990000,1.020000,1.020000,30697900
2020-09-11,1.020000,1.050000,0.960000,0.990000,0.990000,20380500
2020-09-14,0.990000,1.030000,0.900000,1.010000,1.010000,27365800
2020-09-15,1.030000,1.120000,1.020000,1.070000,1.070000,24335700
2020-09-16,1.060000,1.160000,1.020000,1.080000,1.080000,39240800
2020-09-17,1.080000,1.130000,1.050000,1.110000,1.110000,19871900
2020-09-18,1.120000,1.150000,1.030000,1.060000,1.060000,94745200
2020-09-21,1.040000,1.060000,0.970000,0.990000,0.990000,24681200
2020-09-22,1.010000,1.030000,0.960000,0.980000,0.980000,16033400
2020-09-23,1.000000,1.020000,0.880000,0.890000,0.890000,23528800
2020-09-24,0.880000,0.950000,0.830000,0.890000,0.890000,16668700
2020-09-25,0.870000,0.900000,0.790000,0.800000,0.800000,39197600
2020-09-28,0.840000,0.920000,0.840000,0.880000,0.880000,21850900
2020-09-29,0.880000,0.890000,0.800000,0.840000,0.840000,19178100
2020-09-30,0.830000,0.860000,0.800000,0.810000,0.810000,17923100
2020-10-01,0.810000,0.820000,0.770000,0.780000,0.780000,20832000
2020-10-02,0.750000,0.810000,0.730000,0.800000,0.800000,21712400
2020-10-05,0.820000,0.850000,0.780000,0.800000,0.800000,16512300
2020-10-06,0.820000,0.840000,0.790000,0.790000,0.790000,12330600
2020-10-07,0.790000,0.830000,0.780000,0.810000,0.810000,13751600
2020-10-08,0.830000,0.900000,0.830000,0.900000,0.900000,22863800
2020-10-09,0.910000,0.930000,0.830000,0.860000,0.860000,16119400
