Date,Open,High,Low,Close,Adj Close,Volume
2023-11-10,4.700000,4.740000,4.570000,4.630000,4.605343,12862700
2023-11-13,4.650000,4.680000,4.540000,4.670000,4.645130,7803900
2023-11-14,4.750000,4.890000,4.720000,4.890000,4.863958,10685200
2023-11-15,5.490000,5.620000,5.150000,5.190000,5.162361,20913700
2023-11-16,5.270000,5.280000,4.960000,5.130000,5.102681,10190100
2023-11-17,5.140000,5.140000,5.020000,5.080000,5.052947,8940200
2023-11-20,5.110000,5.180000,5.050000,5.140000,5.112627,8993100
2023-11-21,5.150000,5.150000,4.840000,4.850000,4.824172,11353900
2023-11-22,4.860000,4.960000,4.860000,4.900000,4.873906,10059800
2023-11-24,4.900000,4.940000,4.850000,4.930000,4.903746,3740400
2023-11-27,4.910000,4.910000,4.790000,4.830000,4.804278,6668800
2023-11-28,4.830000,4.840000,4.720000,4.750000,4.724704,8681200
2023-11-29,4.860000,4.860000,4.600000,4.700000,4.674970,12022500
2023-11-30,4.710000,4.760000,4.620000,4.680000,4.655077,17758100
2023-12-01,4.700000,4.910000,4.590000,4.880000,4.854012,11257500
2023-12-04,4.850000,4.860000,4.530000,4.560000,4.535716,14544700
2023-12-05,4.530000,4.550000,4.410000,4.510000,4.485982,16016700
2023-12-06,4.570000,4.650000,4.490000,4.490000,4.466089,10556500
2023-12-07,4.550000,4.710000,4.480000,4.710000,4.684917,13968900
2023-12-08,4.630000,4.680000,4.570000,4.640000,4.615290,9489500
2023-12-11,4.700000,5.130000,4.680000,5.020000,4.993266,22146300
2023-12-12,5.000000,5.300000,4.670000,5.300000,5.271775,28507300
2023-12-13,5.290000,5.460000,5.210000,5.430000,5.401083,21829800
2023-12-14,5.500000,5.750000,5.400000,5.690000,5.659698,21754700
2023-12-15,5.710000,5.780000,5.290000,5.400000,5.371243,32865100
2023-12-18,5.420000,5.420000,5.140000,5.230000,5.202148,17749700
2023-12-19,5.290000,5.470000,5.260000,5.450000,5.420976,13740100
2023-12-20,5.430000,5.630000,5.210000,5.230000,5.202148,15822600
2023-12-21,5.300000,5.490000,5.270000,5.480000,5.450817,10321600
2023-12-22,5.480000,5.490000,5.390000,5.470000,5.440870,8635000
2023-12-26,5.450000,5.530000,5.420000,5.500000,5.470710,7249000
2023-12-27,5.490000,5.570000,5.440000,5.480000,5.450817,8919800
2023-12-28,5.490000,5.600000,5.490000,5.530000,5.500551,7115700
2023-12-29,5.520000,5.520000,5.420000,5.470000,5.440870,8542800
2024-01-02,5.450000,5.680000,5.420000,5.490000,5.460763,15594800
2024-01-03,5.490000,5.520000,5.370000,5.440000,5.411030,14631900
2024-01-04,5.400000,5.470000,5.290000,5.430000,5.401083,8881700
2024-01-05,5.410000,5.550000,5.370000,5.460000,5.430923,15562600
2024-01-08,5.450000,5.550000,5.420000,5.480000,5.450817,13423800
2024-01-09,5.430000,5.460000,5.350000,5.400000,5.371243,11106400
2024-01-10,5.350000,5.430000,5.290000,5.370000,5.341402,12243100
2024-01-11,5.360000,5.370000,5.150000,5.240000,5.212094,8702500
2024-01-12,5.280000,5.310000,5.190000,5.210000,5.182254,8442400
2024-01-16,5.180000,5.230000,5.080000,5.170000,5.142467,12149100
2024-01-17,5.100000,5.280000,5.070000,5.260000,5.231988,18202600
2024-01-18,5.200000,5.370000,5.190000,5.360000,5.331456,14769600
2024-01-19,5.310000,5.440000,5.290000,5.420000,5.391136,15185700
2024-01-22,5.410000,5.490000,5.370000,5.420000,5.391136,10303400
2024-01-23,5.340000,5.440000,5.300000,5.440000,5.411030,7452100
2024-01-24,5.490000,5.540000,5.350000,5.420000,5.391136,11667100
2024-01-25,5.500000,5.510000,5.240000,5.370000,5.341402,11301800
2024-01-26,5.350000,5.420000,5.300000,5.340000,5.311563,9492400
2024-01-29,5.290000,5.350000,5.210000,5.280000,5.251882,12753900
2024-01-30,5.220000,5.230000,5.060000,5.110000,5.082787,15777400
2024-01-31,5.120000,5.260000,5.040000,5.090000,5.062894,15113600
2024-02-01,5.240000,5.350000,5.070000,5.230000,5.202148,14385600
2024-02-02,5.120000,5.180000,5.050000,5.170000,5.142467,14207200
2024-02-05,5.090000,5.150000,5.010000,5.140000,5.112627,9458000
2024-02-06,5.180000,5.180000,5.060000,5.110000,5.082787,8957000
2024-02-07,5.150000,5.160000,5.030000,5.070000,5.043000,9319400
2024-02-08,5.090000,5.090000,4.970000,4.990000,4.990000,11964200
2024-02-09,5.000000,5.010000,4.890000,4.900000,4.900000,15342100
2024-02-12,4.900000,5.050000,4.880000,5.030000,5.030000,8645800
2024-02-13,4.910000,4.920000,4.740000,4.770000,4.770000,16434800
2024-02-14,4.920000,4.920000,4.760000,4.810000,4.810000,14366700
2024-02-15,4.940000,4.940000,4.780000,4.800000,4.800000,11297500
2024-02-16,4.820000,4.870000,4.720000,4.800000,4.800000,14433800
2024-02-20,4.860000,4.860000,4.710000,4.730000,4.730000,13842000
2024-02-21,4.740000,4.760000,4.620000,4.680000,4.680000,12146600
2024-02-22,4.680000,4.750000,4.650000,4.730000,4.730000,12026800
2024-02-23,4.730000,4.800000,4.690000,4.760000,4.760000,8289100
2024-02-26,4.730000,4.780000,4.700000,4.730000,4.730000,8907600
2024-02-27,4.710000,4.750000,4.670000,4.690000,4.690000,8907200
2024-02-28,4.690000,4.710000,4.420000,4.430000,4.430000,15806300
2024-02-29,4.500000,4.500000,4.300000,4.420000,4.420000,25011800
2024-03-01,4.380000,4.400000,4.260000,4.270000,4.270000,16510300
2024-03-04,4.270000,4.290000,4.140000,4.170000,4.170000,17222300
2024-03-05,4.200000,4.210000,4.140000,4.170000,4.170000,15635000
2024-03-06,4.160000,4.230000,4.100000,4.190000,4.190000,19702100
2024-03-07,4.240000,4.250000,4.150000,4.180000,4.180000,13169900
2024-03-08,4.150000,4.240000,4.120000,4.160000,4.160000,16129700
2024-03-11,4.140000,4.220000,4.130000,4.170000,4.170000,15283600
2024-03-12,4.140000,4.170000,4.010000,4.110000,4.110000,22458400
2024-03-13,4.130000,4.190000,4.100000,4.140000,4.140000,22036400
2024-03-14,4.140000,4.150000,4.020000,4.080000,4.080000,19928000
2024-03-15,4.100000,4.130000,4.030000,4.050000,4.050000,25820200
2024-03-18,4.070000,4.070000,4.000000,4.030000,4.030000,11453500
2024-03-19,4.000000,4.030000,3.960000,3.990000,3.990000,14386300
2024-03-20,3.970000,3.980000,3.830000,3.870000,3.870000,20162800
2024-03-21,3.910000,3.930000,3.870000,3.880000,3.880000,19992300
2024-03-22,3.910000,3.920000,3.830000,3.880000,3.880000,15556800
2024-03-25,3.880000,3.950000,3.850000,3.890000,3.890000,9185500
2024-03-26,3.890000,3.930000,3.860000,3.860000,3.860000,14737000
2024-03-27,3.880000,3.920000,3.870000,3.900000,3.900000,16707000
2024-03-28,3.920000,3.950000,3.860000,3.880000,3.880000,11991400
2024-04-01,3.920000,3.990000,3.810000,3.830000,3.830000,13259500
2024-04-02,3.880000,3.880000,3.680000,3.690000,3.690000,15707800
2024-04-03,3.670000,3.690000,3.550000,3.570000,3.570000,20423700
2024-04-04,3.620000,3.640000,3.550000,3.550000,3.550000,20268600
2024-04-05,3.550000,3.560000,3.480000,3.490000,3.490000,14072300
